"","COVID_77_T1","COVID_74_T1","COVID_122_T1","COVID_107_T1","COVID_39_T1","COVID_101_T1","COVID_67_T1","COVID_135_T1","COVID_134_T1","COVID_57_T1","COVID_108_T1","COVID_127_T1","COVID_119_T1","COVID_97_T1","COVID_116_T1","COVID_114_T1","COVID_68_T1","COVID_78_T1","COVID_58_T1","COVID_128_T1","COVID_52_T1","COVID_50_T1","COVID_5_T1","COVID_124_T1","COVID_27_T1","COVID_130_T1","COVID_7_T1","COVID_125_T1","COVID_117_T1","COVID_24_T1","COVID_6_T1","COVID_133_T1","COVID_43_T1","COVID_53_T1","COVID_19_T1","COVID_17_T1","COVID_49_T1","COVID_40_T1","COVID_15_T1","COVID_59_T1","COVID_87_T1","COVID_142_T1","COVID_106_T1","COVID_2_T1","COVID_32_T1","COVID_33_T1","COVID_29_T1","COVID_75_T1","COVID_13_T1","COVID_25_T1","COVID_41_T1","COVID_137_T1","COVID_26_T1","COVID_36_T1","COVID_31_T1","COVID_20_T1","COVID_70_T1","COVID_69_T2","COVID_132_T2","COVID_114_T2","COVID_112_T2","COVID_83_T2","COVID_82_T2","COVID_110_T2","COVID_68_T2","COVID_63_T2","COVID_108_T2","COVID_78_T2","COVID_34_T2","COVID_116_T2","COVID_57_T2","COVID_134_T2","COVID_127_T2","COVID_113_T2","COVID_24_T2","COVID_103_T2","COVID_92_T2","COVID_27_T2","COVID_30_T2","COVID_7_T2","COVID_28_T2","COVID_23_T2","COVID_50_T2","COVID_59_T2","COVID_17_T2","COVID_12_T2","COVID_87_T2","COVID_115_T2","COVID_9_T2","COVID_125_T2","COVID_79_T2","COVID_121_T2","COVID_44_T2","COVID_16_T2","COVID_90_T2","COVID_72_T2","COVID_18_T2","COVID_15_T2","COVID_51_T2","COVID_5_T2","COVID_20_T2","COVID_33_T2","COVID_32_T2","COVID_41_T2","COVID_25_T2","COVID_75_T2","COVID_31_T2","COVID_3_T2","COVID_106_T2","COVID_96_T2","COVID_2_T2","COVID_26_T2","COVID_36_T2","COVID_35_T2"
"hydroxyacid oxidase (glycolate oxidase) 1",5.82510036563982,2.084704908785,4.14036028545959,3.39411878290248,3.09728964483365,3.28209783260196,3.62557887203971,5.40435234807989,3.1723639449516,2.85549912808534,3.46032615010067,3.7751714365321,4.28571056576348,2.30864577681441,1.83336499283126,8.46895437264904,4.7622527629633,3.05434416228492,7.778850196423,5.27152940291997,5.01199764370232,3.94305106785536,5.83003485384436,6.0277451845059,6.59921310718415,5.91679000381883,5.26354537728736,8.9044786282377,3.8220167281,4.69698736654904,7.98953489656181,6.3171545011145,2.25822939453095,3.27180214438763,4.39515739113395,6.62323957390918,2.25725772121406,6.85419525590218,6.9242733840549,2.9860832507614,4.8091801496949,4.93558418881914,7.72808872188248,3.58418199978752,3.94457887246916,3.81680675670883,5.36486933993073,3.38363466840506,4.52822237414412,7.58069197116851,6.11162563557871,4.8442085111451,8.72596072514823,7.40689464091178,5.37233385175122,5.30167219752575,5.42402836200699,3.70925703306212,3.38748886998542,7.55717760280082,3.53797901529892,5.21838153552336,3.44774018964147,5.96214733915535,3.79541999745133,3.21455571716438,3.91389993534859,3.95947973098486,4.48016596344126,2.38683384461436,3.59223697312854,2.67341751594632,3.83546679935477,2.52728141247702,4.97957441109191,4.41597055039422,2.06724277477147,6.79833825658923,3.87017957476215,4.86933837911016,3.77164609237551,2.83177050531723,2.96611921845352,2.60396008697877,7.14230715254119,6.73765259028205,4.74515842823223,4.30500749467582,4.25459644481689,9.08419441894232,6.39133285374441,6.19571899452433,3.68521738651002,4.61812859935982,5.11000072488093,3.12841127969191,6.52392057043335,6.1138531132251,4.45647844690878,6.26304300491172,6.34736524289447,3.679336151843,3.29385684788416,4.68296375057318,2.43090049703279,2.96979970111517,6.32561767646762,9.45007245510551,6.38981029205634,7.7574937996659,9.46073938013729,7.09526489536841,8.13825660715901,7.53393670671456
"growth differentiation factor 2",8.31737282020385,8.73785691873241,8.11612919434006,7.49870536711465,7.67611372280963,7.93676514622275,7.81474018153575,9.02824907520306,7.75487353780832,7.41951816692187,7.33604778741662,7.04705357030841,8.51382026103498,8.30109491099161,8.80587088345171,9.03177267761871,7.1804631278093,7.53503835503269,7.67967794448636,7.68053109408508,6.55855974783707,7.71282409472497,6.62102051159907,6.99391817003983,7.4289652012252,7.46812552642747,7.00087668971175,6.8594126882035,6.7747756473815,6.89502082478372,7.14839566893499,6.70248682939681,7.8494993769409,7.75435037889509,6.79261161697254,7.68927540160725,7.00901677525213,7.13828076994379,8.07892260967447,7.62425626906798,5.90916188561594,6.38671516597728,6.36058507197232,8.03436127531753,6.07748081869069,7.30999954762508,7.06787806588808,5.60716379740226,7.06656168264537,7.87903107411255,7.18350587571596,5.85647903992629,9.02794345302286,6.95370279233694,6.37113294807048,6.16815993762093,6.38393771215091,7.81833030169265,8.43779345561609,8.97152295089703,8.61662932646341,7.30879489733365,7.7327143377971,7.7711939810432,7.38233345829269,7.90563777391371,7.87441252999287,8.68311297627402,7.07079057776336,8.60867112563874,7.71694634037657,7.87918710256989,6.71106097516958,7.9691385331882,8.34263970717949,7.8565369748014,7.85525729463288,7.01804708275572,5.55650126314929,6.36462388999738,6.38354898263502,6.6222799820657,7.88221316676541,7.99851682333654,7.61752635313472,7.02136757206355,6.49820293982036,7.57051821841902,7.27998426143945,6.44344808029085,5.68199360554779,5.51688023545507,7.02415162151287,6.72874809135795,6.89487147171929,6.8329751290248,7.14846524131588,7.89218426789033,6.11756827876841,6.53445793882022,5.68968568287691,6.95109253234271,6.42860701592955,7.03515548045179,7.537160910318,5.70790338072774,7.17800284268167,6.82500083106036,7.12393608059532,6.1593936551262,8.11211997691865,9.1710950693331,7.41537665837292,8.52183051627864
"integrin beta 1 binding protein (melusin) 2",8.40770336562619,7.39221708579961,7.28872063290638,6.61328718251608,8.0100169402194,7.83054924627221,7.09575443060978,4.59959769890579,8.07843917425121,8.77435249059129,6.13789198772101,7.74173530138069,6.98507625342014,8.0110376684416,6.4983020267796,5.78572157397391,6.52872439317131,7.41540295068705,6.87539050253239,7.10640754053883,6.94552021195423,6.29041294967019,6.43941948868031,6.92514953401471,5.97514397215609,6.17275715430498,4.65017059316874,7.71708991131606,6.16999979950488,6.45819726462613,5.3424693181073,6.06493122780375,5.49098177239316,5.77516458245836,5.08675428114057,6.77414636802142,6.4028622030899,6.75745136090198,5.50970312370992,8.20441786761349,8.33021540512811,5.39232947981946,7.03285576747786,4.82238823568861,7.30199428487211,3.83401055209853,5.38242271525975,7.5147947146745,5.33260110267562,5.98575542501207,6.24072250856121,6.95259813646654,5.31185541175318,7.27567822970405,6.42557247883947,3.51889961455352,6.21769966916214,7.69683718709384,6.87081425274283,6.37450738634617,6.70936186553614,8.0419703083728,6.81608374633953,6.61883430922195,7.82455283310723,6.02335797273661,6.35393215281653,6.37118792375792,8.51379240160355,6.46837616302762,7.62871502642285,7.75931469139608,8.08076799759937,8.05042563348175,5.03409412350037,8.14824775710764,6.60493272924511,5.20313686874271,6.86725763951341,5.64309925292984,4.79112945207641,6.9489091631825,6.41158973545475,8.64577578950779,5.70976432074294,6.87885526956735,9.22001299344202,5.883551195714,5.78685644725802,7.22315073433161,7.75154008676061,7.08916183343187,5.18086376916636,3.54510326808325,5.94460487502031,6.59228458618886,6.76028508615824,4.12350366709164,8.01612188985422,7.14895584088908,3.69036603087628,4.03771541834347,7.31181935716758,6.61131228152479,6.57125344764322,7.544878233327,5.9490529598832,5.59021903437945,6.3931938277001,8.72432507627855,4.01206284948481,5.47618536543456,7.40840023532891,4.78353177607875
"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",10.0569938866319,9.78669049330176,10.5021355062044,9.45177803947268,10.2214998934458,10.1004961041859,9.89858850030696,8.51269030267571,10.2226958599985,9.69306833993147,9.54898062393367,9.82860205867396,9.34065473242846,9.5066358398953,9.90631058064095,8.80077452181037,9.41803927212221,9.98296253404999,9.02740828750184,9.30184673911362,9.22403176864315,9.18988132488994,6.54226723454403,9.6081704810942,8.26264240967635,8.78997962371616,7.11141262986193,9.45588129251703,9.25575592641492,8.72495584335072,7.0701606607959,9.78348506128334,7.72890014477793,8.51915036943861,6.68297462354232,8.2630337759324,8.98422014805325,8.28931832130412,7.3971024609113,9.88853539230395,9.23588544933734,8.78003223708107,8.88917168476657,8.15421358233593,8.82008760128384,6.43816577871447,7.35956094690334,8.39346671840274,7.53519418915066,7.13532690420026,8.44511440398842,8.91494937592139,7.02883862174454,7.8202100745236,8.04701039231462,5.48801507570678,8.45371006460406,9.78658807520996,9.65861616464182,8.78335211729739,10.0158246855956,9.41679885219547,9.25376397485295,9.59195792547208,10.2558554771338,9.34128872012481,9.95303062298461,9.46070849175473,9.63168912799892,9.89779562498503,9.10974138560917,10.433832604636,9.99832228603109,10.4455454462775,7.75268630910056,9.87219243197979,9.2257530210397,7.46953956861019,8.56500031869896,7.73366026798112,6.64708762198798,8.68851919591966,9.30289483635371,10.3597291122183,7.41885057947445,8.54173394595608,9.52945821681699,9.44523201724816,7.52341871903238,8.99322925165852,9.20175085638049,8.92806764707571,7.66284581311497,6.2247475153041,7.82654612780352,8.33968148537792,9.02084561495091,5.78689205501382,9.7193702854674,7.50825941571186,5.67926086012203,7.03866987879085,8.84712824426151,8.51521643287769,7.98350354460278,8.15163194795193,7.74635906686211,7.53556104631111,8.74527688227973,9.43671572225324,6.86189114938814,7.40739247655495,7.60276847615005,7.44338216008983
"tumor necrosis factor receptor superfamily, member 11a, NFKB activator",6.10453184196373,5.82332642571165,6.34763725960339,5.6582835635268,6.39588175773857,5.50555907583508,5.9361609318723,6.72080266337679,6.26883546242344,5.89334169955134,5.82854230828575,6.2825376305434,6.26330648242041,5.80652784736967,5.99605174463522,6.64108954203942,6.28078441059278,5.43877858453605,6.27709694261237,5.95362626727294,7.22352920622625,7.06797114062365,6.97418582330288,6.35229834608321,6.78420264320855,6.37263594721435,6.53569589072506,6.30894578710456,6.97143922303966,6.81975605719473,6.82931066496148,6.92342052396226,7.63018554202519,6.8882650723876,9.12839395585916,7.066676433028,6.71974600036187,7.11986816910582,6.49637430758538,6.50838816255169,6.1302493472612,6.94196726691629,6.72619118730321,6.59212995263823,7.24223961196069,6.65932010783248,6.58948525283828,6.29981892316777,7.34897069414599,7.20534697973045,7.10981496416768,7.06505002273163,7.32769076774144,7.09022696401768,7.68440282885319,7.43797296270762,6.57862591928673,5.95005292385887,6.83349231606587,6.32326349139217,5.74365810619345,6.54095496731093,6.42980529936999,6.0925844656966,6.46675417656906,6.85530326083038,6.25071264612993,6.49287511419711,5.68781638007217,6.10613216377291,5.82229686457893,6.55207,6.01583700808374,6.01527435651504,6.5622506146913,6.2261674026782,6.45147228482613,7.99120819213892,7.08433364712904,6.58984677759714,10.2942129196801,7.0159019229345,7.41025521908032,6.24863602101623,7.12113812424397,6.94858292246189,6.48030610998039,6.44957652885107,7.41117994164062,6.4202499962131,6.89876593963665,7.63739508294983,6.83432973441138,6.72848093954347,8.35374345623616,8.02950517573654,6.56094604356167,7.44815678295437,6.40605147621208,6.91483409857466,7.74122440821004,7.09662670389219,7.53971150737391,6.50240195724354,7.28546661303369,7.06532378353823,7.64055228721964,7.22286365251157,6.82532678247624,7.06389233999823,7.18514343682582,7.16773676460135,7.07614675955105,6.9345829389064
"tumor necrosis factor receptor superfamily, member 11b",9.04472792814914,9.91015372806858,11.0011098066276,10.470047124144,9.25170153633695,10.0455409723193,9.43961646556917,11.2458186528316,10.3620442333858,10.1923172554154,10.6248689020848,9.98005264751939,10.5374846766268,9.62723588800406,10.5977202007357,11.9559489862006,9.9725821987799,10.5755916208807,9.71768167705531,10.4302395002375,10.907185486529,10.5732073636987,11.312057888462,10.1603497067508,10.3511055919243,11.6117707003822,11.2219753776304,10.643693019521,10.8299354255436,10.3626638785872,11.4656852789207,10.8479472320048,11.6705513477211,10.4128144585198,11.5302427555331,11.2095739489275,10.097620700232,10.772501426131,11.654003679088,10.1222219074144,8.9318754405128,10.8910396125908,9.59708305737815,11.440484087044,11.1273388867062,11.7808017076687,10.6178902690643,9.99344197939701,11.6559358598348,11.3072434798918,11.0260241086122,10.0692083761676,10.415215787146,10.7566808023067,11.3956732247494,11.3048570665102,10.1957347480621,10.5245023334482,10.1187562048672,11.7425321115387,10.901042471591,9.31243981380154,10.5370838660744,10.6406913202921,10.736417658331,10.7296537761855,10.5685607724137,11.0260668606475,9.71355937041112,10.3771727406706,10.1808041919252,10.3781283972247,10.1035408506543,10.3288256471698,10.8263784546129,10.3860360185186,9.7299088532994,11.123582193616,11.5272704062032,11.2533669752203,11.399910434715,10.9886398687029,10.9462382565587,9.93160050276253,10.9509241960337,10.2619033220285,8.44406300217357,10.6396695584082,10.8005406308365,10.1137759261527,9.2876920726551,10.5429164495781,11.037439533346,11.4589803463375,8.98119064829948,10.2195850781399,11.0431493248929,11.3086134032865,9.03342120970593,10.8956111748931,11.6688874387723,11.9745211520855,11.1596928230407,9.38713363882087,10.9713513920244,8.34559631119833,11.4684121137995,10.8258003394475,10.1419852471774,8.94644486374928,11.4674125303457,9.91167607600433,10.1518206172311,10.9254291473226
"chemokine (C-X-C motif) ligand 11",10.1257238017638,7.69398843176618,9.79828965387745,9.74209167676839,9.21101298996285,9.25092040605112,8.08256026330801,10.4375299129483,10.8278771690828,10.9573997949722,10.9068266744626,9.01686101330715,9.43643210472614,8.98340471175484,8.59305596803757,9.61319534875957,8.2932747767885,8.91193370079782,8.37064076338914,9.74799972705547,10.325401105026,8.88304840123558,8.9631123458087,10.7093566466149,10.4305570113619,11.6943936469787,11.4626890101198,11.993201420608,10.1670320271469,9.6328127051475,10.2819564044007,8.86177489061129,7.47164745841661,9.14102790055598,9.17834695035535,10.7946968537245,9.49315677413096,11.4840855281604,10.4147203456807,9.02363999601929,9.46836193670196,10.9887471853494,9.76200522221435,11.3089645745439,11.6421304357718,10.1636866092277,10.3450401949797,8.89939707321026,9.98780378910035,10.5700128985002,11.5490835008316,11.3794706188469,9.09496195653567,9.79231307249795,9.92822587394033,8.49726979540772,9.79124073084053,10.8561742200458,9.66781416846588,9.07006848482095,9.40706860422595,9.87038861894064,8.62193208107596,8.96244576447703,9.36967105343397,8.65764174793428,10.0644392739416,8.33515360468968,9.7067584679677,8.29365725432038,9.51107874526622,9.48262911085162,9.26943568213408,9.08389126215044,7.70060962774862,9.25702400916074,8.24659087821032,9.51266395453776,10.5854498190456,11.5144718361255,8.41007180915631,9.90636755930452,9.37044908791343,9.26145449273705,9.89379859038593,10.2861090979591,9.94539107132617,9.71657262737086,10.3144233601769,11.6551330248529,10.3020433612296,10.3485777200043,8.7533907459874,9.59985179171317,8.01712415827394,10.3920071743216,10.292358139841,9.57357955681232,9.68154828215149,9.17733198382761,9.19509266413066,8.90664994223136,11.2748761868556,9.170770569366,11.1837458880209,8.02151626348669,9.64272391480547,9.09543498032781,9.3269912207215,10.5263737781714,8.95336437540118,8.67891401660487,10.6327173101052,9.36474268571969
"tumor necrosis factor (ligand) superfamily, member 11",4.12459631932015,4.32573738500041,4.92405813833903,3.41090681283709,4.77651881897437,5.16615161271092,4.38838450172091,5.41925409144465,5.70915432013105,4.86937729070248,4.09249361328574,5.20465502498248,5.47808272696313,4.69860329429694,4.83746837796206,3.6960871140691,4.89647877271889,4.90744275689996,2.60352790215301,3.99576754071615,2.85898824759867,3.15184582052647,2.82990823570998,2.70230444384092,2.93087268731185,3.09643630614245,3.17629332945908,2.08974841369555,3.16476724757746,5.42180179948648,3.10290145721171,3.65992819862565,4.29238117276897,2.29498687244236,3.88627757616627,2.36962787345039,3.01685756895652,3.06170088234662,1.75741238727948,2.50757567076002,2.41918326003789,2.03525411292639,1.9442803285232,2.87387163978105,3.0732100449697,1.52254796441972,3.2530737613312,1.37848422571005,3.13766809794284,3.43494803214889,3.74295002059697,3.32910976802845,5.17537028926634,2.2887607945181,2.03074507329055,2.85244298389973,1.53887793314063,4.00656797341245,5.1577471589225,3.80044304178764,5.09891256148493,5.08949812630968,5.30438046085419,5.03739296760281,4.45628963300303,4.74517828972915,5.26476454076207,4.80681834302973,4.66452442622144,5.29968644453174,4.10358691289529,6.14144884078123,4.96556356280994,5.49154564468798,5.04063485840232,4.50317598619609,4.42498580053519,3.77851532429997,2.0924368449856,3.30062389205477,5.1064920553688,4.59377614324914,3.33404947406065,2.57355243398508,2.58860630293385,4.42586290015923,4.07947714070373,4.81513529710792,3.53704497736138,3.00239513044822,2.94806138022657,2.15856640031157,4.15277305710262,3.24965115920153,2.9460227724331,3.11762504068345,4.42394174467598,3.25442851981722,2.09997494862714,3.36410296681871,3.43965091956351,1.2321908874448,3.50595902001155,3.23371456084399,3.48615435840392,1.28523165504237,2.41232254910581,4.36907841727757,2.52034652175876,2.49749885831029,3.99064280711593,5.97276987672489,2.7882034244268,2.8707261964392
"axin 1",9.61928171629378,8.52550510066684,9.67823839443117,8.71565331831134,9.03151368047203,8.69311169346418,8.1935528842036,7.77522675826141,9.35881902790255,9.55510212647226,9.11799195332286,9.46471669696716,8.93246275138792,8.79068909562151,9.41363347414704,8.54988122187159,7.61309979309133,8.40510320723065,7.1748462279811,8.09845106837045,7.27598341691587,7.69095976729043,5.9601628026198,8.92913831914885,7.4264940311125,7.91737992495361,5.00317735644504,8.944509421347,8.74015573078754,7.21837972378532,5.09436576057626,8.50882282577662,6.97101203851045,5.90445527777302,5.73870130403101,7.82336895925353,6.76616913391323,6.91641707149023,6.18690009371118,8.81306017670823,8.3943898408683,7.86135549547734,7.65323295322768,6.7578192656979,8.11513248616276,5.29210823647558,6.02228084446759,7.54839366784819,5.15800872647828,6.15239931874271,8.05809246881815,8.8024372528547,5.75501062813059,6.98166510355038,7.74219358675408,4.03498955929629,6.55006007922722,8.59635816783474,8.77808418130536,8.39279284166999,9.46257568080549,8.88216954278493,8.17135150534238,9.50997924990201,9.03218798937673,7.67971409341216,8.82540135025516,7.81572970764297,8.81715790566214,9.39561285810323,8.60691409464678,8.77528111179284,9.82809979886667,9.77736812116094,5.96903123012345,8.98848463003415,8.49194230710517,6.74379165654381,7.87974688758092,6.45561103814891,5.95310111979946,7.40225678225424,7.60082739650849,9.24802689207495,6.81073706610641,7.34654248807107,9.44438017684874,8.85623274570588,6.67191071732551,8.81230984605002,8.10991584699726,7.91599987009443,6.36384080929477,4.91634935039304,6.84552386321446,6.69442570396516,7.87086686965978,4.5588180738032,8.40585348242906,6.39875682369407,4.63733693705282,5.85321790744084,8.06969514586642,7.50440800438431,6.72936543682002,6.8205037306136,6.8770755887038,6.61790055228916,7.82946018425678,9.18888632562273,5.89622180914848,6.44515048161626,6.72450176496971,6.73174118921339
"chemokine (C-C motif) ligand 25",5.72286379104976,6.29848958461646,5.8034622412495,6.86644190067854,5.42074671234405,5.85321542204092,5.92705363182427,7.66332992312753,7.23995954828151,5.18794400843518,6.78160913183157,6.08426361921501,6.48953978922802,5.74499698202726,5.69653500702655,5.26500136371232,5.95115163365052,6.22212214192128,6.69320709614416,6.40672869469232,6.26649772239613,6.79869862604463,6.04133240939791,6.24891787672938,5.6366509486913,7.14183300410892,5.77720563495022,5.13826297869046,6.18702977133079,6.48248870006321,6.63616084539013,5.6345009598032,7.24964482853745,6.14337013899215,7.530318391369,6.1312917506592,6.1207271368946,6.89408236852879,5.58420686330006,6.87414198185848,5.23458096612778,5.61826217395379,6.05691054901608,6.781064293907,6.11321499887043,6.91538105110246,8.23612191149343,6.68591562219794,7.66692668432122,5.97847386466417,5.58793426847426,5.62093296396644,6.3385497142028,5.94867697654866,5.71013763901041,7.23294742866768,5.7753018513825,5.25298226501674,5.68039230567737,5.0047816046409,5.85377405792675,6.02799290081091,6.03155995506433,5.80816473605763,5.93251713314155,6.56555132658136,7.08939050441065,6.24564655228146,6.11437380642533,5.479354204109,5.20154555232655,6.95845068333684,6.06306077602783,7.03209281630182,6.38826938337648,5.955678732664,6.32461402793735,6.37562290285454,5.89571282574001,5.72807491959106,6.83195754736317,6.57068168725327,6.80013976382022,6.37379042522722,5.88430760718773,5.78108015003253,5.45933944534993,6.64637891532573,6.73049896650105,5.21636546908864,6.90571178275727,7.15356652479459,6.24457497414479,6.17035199394397,5.86544365095918,6.50760603287349,6.18579926286047,5.77119740393233,4.15070675486271,5.8214320361989,7.65999921219769,6.16095242797734,6.35041981618445,5.33928972958943,5.59823730967553,5.71004287904733,5.63633430135248,5.76014171217802,6.41604899344778,6.17898658777718,5.80333921322125,6.38841833338949,5.75331068210868,6.7561087313386
"tumor necrosis factor (ligand) superfamily, member 12",10.1429049946011,10.3254008608676,11.5097731358048,10.9783899472703,10.6820969414669,10.626998675499,10.3582810265584,12.1139068512203,11.6336053671533,11.269456933298,11.534394681331,11.0918599393921,10.8984929197439,10.6279545748374,11.8148160008707,9.74895461782709,9.79175688952332,11.0319919680706,8.8850641558741,10.6218421061058,9.11563371305644,9.98242802899651,10.7488824174084,10.2971594712185,9.66469427586134,9.80939310546908,10.9658668378132,9.66110110758403,10.4923866712505,10.9469378336908,10.471342908799,10.0389855000608,10.9461085627716,8.89192390302384,10.4032160369104,9.98102033304233,9.39079744172284,10.4672325814082,10.2616636126593,9.8404873160508,8.45882267579157,10.0984833382949,7.85904422139635,10.3107140236586,10.2225836180264,11.4598308441513,10.0150513202212,8.38440342340031,10.1954940326515,10.3191180733021,10.3868203858705,9.77437330007643,10.7567887471578,8.78955961555729,9.34795835455817,9.66870429772601,8.661872326134,10.3784933556222,10.9049221384411,9.71804911499938,11.8687202234191,9.65057779251584,10.790584443122,10.8423916258635,10.2043198402922,10.0970586405458,11.6536241973442,10.9873002509302,10.0448873242659,11.5680642016978,10.6473476417584,11.7224182741107,11.2065992231506,12.0829582017989,11.1743095131104,10.0234717087976,9.91324498826645,10.2635871699151,9.8839478215494,10.7281987866673,10.177833445939,10.5863933304087,10.3294503543188,9.92610603415136,10.0208043029425,10.7147852037204,9.30825282848026,12.755393585291,9.92975639293353,9.20786145495537,8.66292727085347,9.52488070585661,10.7447606156883,10.5085750319858,8.43048162082582,9.12137711048067,11.0139070856807,10.2360945662991,8.981131445892,9.75963759576256,10.0501625733739,9.87270831941016,10.1741019064878,8.99201465319316,10.3409554688342,6.95898602229427,10.4053528354747,9.57271444871104,7.84539785649978,9.06514449666541,9.31969407216568,11.4305217583607,8.1942958400604,10.10623937499
"tumor necrosis factor (ligand) superfamily, member 14",5.28719111584692,4.57193497892903,6.59666596877206,5.8357687929349,5.85156973592451,5.44997045734732,5.75936734967333,5.19096573131857,5.89845289031082,5.92991794617526,6.24951154577885,5.99991839604952,5.73471533829151,5.25034860371724,6.54735792718074,5.73802536355086,5.3318654659067,6.0765621931391,5.55069829253256,6.36339195370846,5.96917168546801,5.96716213625811,6.81029363901877,6.10275900074001,5.6377554134217,6.68768403318855,5.82053400041356,5.26008490587255,6.05606267580564,5.44013184451853,6.03819683787847,5.83532835552787,4.82713031676247,4.85771837145826,4.44677483446743,6.53382034492677,6.6665820055554,5.36021625561311,5.97863863370049,5.63614888573458,5.6923615160979,6.04630489328113,5.14488388066247,6.6658887521244,6.19714039095572,7.078538427335,6.14404006930436,5.59592458920964,5.47882811525108,5.77036144823689,5.8825461307253,5.32007146591158,5.11070299342122,6.36078469700976,6.72334771745869,6.11717616264673,6.64728726225712,5.13817661881291,5.91922231737412,5.46170710601689,4.92148719446194,5.27185564509831,4.85321365888433,6.25222053126487,5.8208866508777,5.07349551511846,5.9874002134783,5.61698817154346,5.31841220266271,6.28039265651541,5.54235668086365,5.64570706402329,6.38353376311287,5.78369969495443,4.836543661908,5.7543464189278,5.6623405763965,7.15839628861804,6.46250891258531,6.26981395812396,5.28064428332479,6.89638292488531,6.2780835909929,5.8012236126653,6.27325322035931,5.48900014807293,5.05662018385648,6.64197095307952,6.18132366999916,5.00056710604253,5.39552511229495,5.10330542890864,5.80618643143888,5.8990097517906,4.88372324268302,5.05645920447743,5.38328328590085,5.11031849486694,6.89442670084228,5.09462093398495,5.96111316961516,8.70464656878088,5.75119040206227,4.98140320550357,4.74468777327668,5.50065891868559,6.6594795206562,4.17174535351201,5.61810339219553,5.22111501565562,4.88089976079128,4.7297095677851,5.41319919195681,5.28053292490406
"STAM binding protein",8.97823308396795,8.54210839624425,9.04653562237295,8.74265859054766,8.83945528868386,9.24725471505271,7.99043386983754,7.41261161238555,9.47036458730338,9.03432310589833,8.79602636464099,9.06436169743819,8.89714569891644,8.8539891848055,8.88545067921829,7.88121871388637,7.43917850226743,8.32707820427443,7.57772299323257,8.10891964529426,7.58561304544275,7.90055646549873,5.87931892803268,8.73179253601928,7.67324608405714,7.51814096895539,6.03198702508474,9.16555613960445,8.35260610991376,7.22424982211643,5.81607041263056,8.07277975383427,6.76385036037497,6.40572158070901,5.36059762888467,7.26186728509396,7.00989275974044,6.69546310691625,6.22921036676259,8.82391533733529,8.40282866687479,9.02606618549618,8.00528218749538,6.96412411360938,8.14074331776824,5.79263538036143,6.35054406392786,7.34519806151688,5.38638589116543,6.39572610820747,7.4282737023942,8.74625169741131,6.17956765581602,6.69962044657793,6.88263300650047,4.76092970520133,6.91959237529235,8.74040416753243,8.8873541117325,7.98918775987334,9.45468769923715,8.26906378233206,8.00088752986626,8.86479272733654,8.79310394090353,7.58615771958149,8.51360725667452,7.76510894403941,8.38678080323892,8.88465947528964,8.25688780090182,9.02856813936663,9.31282479324125,9.86517398126162,5.6231109660147,9.12291296801923,8.41720266624641,6.78725011261134,7.55001971659236,6.41525823850882,6.22739030449726,6.90210550128258,7.69297127594585,9.27467845704675,6.1395363677029,7.14382464368891,9.09442773157903,8.3944075113929,6.33030819699075,8.90045828455517,8.73609431723427,7.99058582944418,6.23957137871795,5.49615824178003,6.77222044535014,7.20012557943783,7.37589402172585,5.63446320894954,8.75310098337,6.42870269009042,4.80185386307547,6.11739014685415,7.87862021667958,7.43599569867288,6.75314419845676,7.08365253561146,6.44094921967122,6.0716941876094,7.85868463651529,8.9788736933807,6.73731291078117,6.53422961906373,6.4816604601016,6.64865664449759
